#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-04-10T06:08:15 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-10T06:08:15	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-out.add=_Glon,_Glat&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VIII/81B/sumss212&-order=I&-out=RAJ2000&-out=e_RAJ2000&-out=DEJ2000&DEJ2000=&gt;-30 & &lt;0&-out=e_DEJ2000&-out=Sp&-out=e_Sp&-out=St&-out=e_St&-out=MajAxis&-out=MinAxis&-out=PA&-out=dMajAxis&-out=dMinAxis&-out=dPA&-out=Mosaic&-out=Nm&-out=Xpos&-out=Ypos&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_8081
#Name: VIII/81B
#Title: Sydney University Molonglo Sky Survey (SUMSS V2.1) (Mauch+ 2008)
#INFO	ivoid=ivo://cds.vizier/viii/81b	    IVOID of underlying data collection
#INFO	creator=Mauch T.	    First author or institution
#INFO	cites=bibcode:2003MNRAS.342.1117M	    Article or Data origin sources
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VIII/81B	    Dataset landing page
#INFO	publication_date=2013-07-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	VIII_81B_sumss212:
#Name: VIII/81B/sumss212
#Title: The SUMSS Catalog, Version 2.1r (Feb-16-2012)
#Column	_Glon	(F11.7)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F11.7)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAJ2000	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	e_RAJ2000	(F4.1)	The uncertainty in Right Ascension (1)	[ucd=stat.error;pos.eq.ra]
#Column	DEJ2000	(A12)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	e_DEJ2000	(F4.1)	The uncertainty Declination	[ucd=stat.error;pos.eq.dec]
#Column	Sp	(F7.1)	Peak brightness at 843MHz (in mJy.beam-1)	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_Sp	(F6.1)	Uncertainty on Sp	[ucd=stat.error;src.spType]
#Column	St	(F8.1)	Total flux density at 843MHz	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_St	(F6.1)	Uncertainty on St	[ucd=stat.error]
#Column	MajAxis	(F6.1)	Fitted major axis	[ucd=phys.angSize;meta.modelled]
#Column	MinAxis	(F5.1)	Fitted minor axis	[ucd=phys.angSize;meta.modelled]
#Column	PA	(F5.1)	Fitted major axis position angle (N to E)	[ucd=pos.posAng;meta.modelled]
#Column	dMajAxis	(F6.1)	Fitted major axis after deconvolution (2)	[ucd=phys.angSize;meta.modelled]
#Column	dMinAxis	(F5.1)	Fitted minor axis after deconvolution (2)	[ucd=phys.angSize;meta.modelled]
#Column	dPA	(F5.1)	? Fitted major axis position angle	[ucd=pos.posAng;meta.modelled]
#Column	Mosaic	(A8)	Mosaic in which the source appears ({\fg{blue3}the link gives an access to the {\bf FITS} image}) (3)	[ucd=obs.image]
#Column	Nm	(I1)	Number of mosaics with the source (4)	[ucd=meta.number]
#Column	Xpos	(F6.1)	Position of the source on quoted mosaic (4)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F6.1)	Position of the source on quoted mosaic (4)	[ucd=pos.cartesian.y;instr.det]
_Glon	_Glat	_RAJ2000	_DEJ2000	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	Sp	e_Sp	St	e_St	MajAxis	MinAxis	PA	dMajAxis	dMinAxis	dPA	Mosaic	Nm	Xpos	Ypos
252.8288970	+10.1942103	133.3926667	-28.7593889	08 53 34.24	 1.5	-28 45 33.80	 1.8	  172.0	   5.6	   172.0	   5.6	  95.9	 57.9	166.7	   0.0	  0.0	     	J0848M28	1	 305.5	 214.3
252.0193427	+10.8454313	133.4032083	-27.7310278	08 53 36.77	 1.6	-27 43 51.70	 2.0	  140.2	   5.1	   140.3	   5.1	  95.9	 60.7	 13.8	   0.0	  0.0	     	J0848M28	1	 298.6	 372.2
251.7336700	+11.1079559	133.4366667	-27.3480278	08 53 44.80	 8.2	-27 20 52.90	 6.0	   17.2	   3.2	    21.3	   3.9	  95.9	 58.8	 68.2	   0.0	  0.0	     	J0848M28	1	 287.4	 431.0
251.9735611	+10.9328976	133.4485417	-27.6412500	08 53 47.65	13.7	-27 38 28.50	11.4	   12.3	   3.3	    19.8	   5.3	  95.9	 75.2	 71.6	   0.0	  0.0	     	J0848M28	1	 285.1	 385.9
251.7228920	+11.1467582	133.4633333	-27.3155278	08 53 51.20	 1.5	-27 18 55.90	 1.8	  169.7	   5.8	   169.7	   5.8	  95.9	 45.0	179.3	   0.0	  0.0	     	J0848M28	1	 279.5	 436.0
251.8160850	+11.0900378	133.4778333	-27.4223611	08 53 54.68	 2.6	-27 25 20.50	 5.0	   29.3	   3.2	    34.5	   3.7	 110.9	 48.2	173.8	   0.0	  0.0	     	J0848M28	1	 275.7	 419.5
251.8540387	+11.0624248	133.4797917	-27.4686944	08 53 55.15	 4.8	-27 28 07.30	 6.3	   27.4	   3.5	    30.9	   4.0	  95.9	 67.4	 18.3	   0.0	  0.0	     	J0848M28	1	 275.3	 412.4
251.9718343	+10.9709726	133.4808750	-27.6161111	08 53 55.41	 1.8	-27 36 58.00	 2.1	  117.5	   4.8	   117.5	   4.8	  95.9	 63.8	162.8	   0.0	  0.0	     	J0848M28	1	 275.6	 389.8
252.6259758	+10.4687686	133.4935833	-28.4316944	08 53 58.46	 2.8	-28 25 54.10	 3.2	   38.8	   2.6	    38.9	   2.6	  95.9	 65.7	 33.7	   0.0	  0.0	     	J0848M28	1	 275.2	 264.4
252.3040753	+10.7284456	133.4980417	-28.0223889	08 53 59.53	 1.9	-28 01 20.60	 2.6	   61.9	   3.2	    61.9	   3.2	  95.9	 57.9	 11.9	   0.0	  0.0	     	J0848M28	1	 272.3	 327.3
253.1085387	+10.1465765	133.5477500	-29.0035000	08 54 11.46	 7.5	-29 00 12.60	 7.2	   10.5	   2.0	    10.5	   2.0	  95.9	 56.6	132.6	   0.0	  0.0	     	J0848M28	1	 262.0	 176.5
251.9641478	+11.0891201	133.5795000	-27.5362778	08 54 19.08	15.6	-27 32 10.60	13.9	   12.8	   3.7	    22.0	   6.4	  95.9	 81.6	 68.4	   0.0	  0.0	     	J0848M28	1	 246.7	 401.9
252.8681701	+10.3781595	133.5835833	-28.6739722	08 54 20.06	 4.5	-28 40 26.30	 8.3	   13.6	   2.2	    17.5	   2.8	 115.8	 55.5	168.2	   0.0	  0.0	     	J0848M28	1	 250.4	 227.1
252.9801218	+10.3161762	133.6075833	-28.7985833	08 54 25.82	 7.7	-28 47 54.90	 6.2	   15.7	   2.3	    26.3	   3.9	  95.9	 75.7	 84.0	   0.0	  0.0	     	J0848M28	1	 244.0	 207.9
252.5858299	+10.6389678	133.6160000	-28.2941389	08 54 27.84	 2.0	-28 17 38.90	 3.1	   37.5	   2.6	    37.5	   2.6	  95.9	 50.2	  6.5	   0.0	  0.0	     	J0848M28	1	 239.4	 285.4
252.7690475	+10.5582157	133.6732500	-28.4849722	08 54 41.58	 4.7	-28 29 05.90	 3.1	   19.6	   2.3	    19.6	   2.3	  95.9	 47.1	108.7	   0.0	  0.0	     	J0848M28	1	 223.7	 255.9
253.2672458	+10.1660306	133.6775417	-29.1126389	08 54 42.61	 2.4	-29 06 45.50	 4.4	   16.4	   1.7	    16.4	   1.7	  95.9	 45.7	  1.7	   0.0	  0.0	     	J0848M28	1	 225.4	 159.5
253.4727729	+10.0537665	133.7238750	-29.3404722	08 54 53.73	 6.4	-29 20 25.70	 7.4	   10.7	   1.7	    10.7	   1.7	  95.9	 67.5	146.7	   0.0	  0.0	     	J0848M28	1	 213.3	 124.4
252.4494542	+10.8765577	133.7302083	-28.0406389	08 54 55.25	 2.5	-28 02 26.30	 4.7	   21.3	   2.4	    21.3	   2.4	  95.9	 45.0	179.5	   0.0	  0.0	     	J0848M28	1	 205.3	 324.1
253.3014508	+10.2364297	133.7643750	-29.0943889	08 55 03.45	 4.1	-29 05 39.80	 4.4	   18.8	   2.0	    18.8	   2.0	  95.9	 61.0	139.0	   0.0	  0.0	     	J0848M28	1	 200.5	 162.2
253.2557671	+10.2776595	133.7685417	-29.0335000	08 55 04.45	 4.3	-29 02 00.60	 2.6	   17.2	   1.8	    17.2	   1.8	  95.9	 45.2	 95.0	   0.0	  0.0	     	J0848M28	1	 199.0	 171.5
253.5450324	+10.0519084	133.7737500	-29.3968333	08 55 05.70	 5.1	-29 23 48.60	 5.4	   12.7	   1.7	    12.7	   1.7	  95.9	 59.8	 41.0	   0.0	  0.0	     	J0848M28	1	 199.3	 115.7
253.0745082	+10.4402143	133.7842500	-28.7926111	08 55 08.22	 1.8	-28 47 33.40	 2.0	   91.2	   3.5	    94.9	   3.6	  95.9	 65.0	 37.3	   0.0	  0.0	     	J0848M28	1	 193.3	 208.5
253.6179183	+10.0641693	133.8367083	-29.4447222	08 55 20.81	 3.6	-29 26 41.00	 3.7	   28.0	   2.0	    40.7	   2.9	  95.9	 82.7	132.9	   0.0	  0.0	     	J0848M28	1	 181.6	 108.2
253.1020708	+10.5004413	133.8570833	-28.7756667	08 55 25.70	 1.8	-28 46 32.40	 1.9	  106.5	   3.8	   130.9	   4.7	  95.9	 73.9	138.6	   0.0	  0.0	     	J0848M28	1	 172.4	 210.9
252.9602449	+10.6666114	133.9037917	-28.5626667	08 55 36.91	14.3	-28 33 45.60	13.3	   10.7	   2.2	    29.8	   6.2	 138.8	 98.1	 51.9	   0.0	  0.0	     	J0848M28	1	 157.9	 243.5
253.4868785	+10.4473896	134.0834167	-29.1024167	08 56 20.02	 2.2	-29 06 08.70	 3.7	   24.2	   2.1	    24.2	   2.1	  95.9	 48.1	173.5	   0.0	  0.0	     	J0848M28	1	 109.4	 160.2
253.7568303	+10.2318023	134.0851250	-29.4444722	08 56 20.43	 1.5	-29 26 40.10	 1.7	  962.0	  28.9	   967.9	  29.1	  95.9	 45.5	 95.0	   0.0	  0.0	     	J0848M28	1	 110.9	 107.7
253.7664825	+10.2419853	134.1010833	-29.4453611	08 56 24.26	 6.8	-29 26 43.30	 4.8	   28.1	   2.5	    89.5	  12.6	 143.8	 95.9	 85.3	 136.4	  0.0	 87.1	J0848M28	1	 106.3	 107.5
253.5608805	+10.4632524	134.1502500	-29.1486667	08 56 36.06	 5.6	-29 08 55.20	 5.7	   18.5	   2.4	    22.0	   2.9	  95.9	 66.0	 44.0	   0.0	  0.0	     	J0848M28	1	  90.5	 153.0
253.4690227	+10.5418780	134.1543333	-29.0289722	08 56 37.04	 6.3	-29 01 44.30	 3.6	   12.0	   1.9	    12.0	   1.9	  95.9	 46.0	102.5	   0.0	  0.0	     	J0848M28	1	  88.7	 171.4
254.0975698	+10.0364997	134.1563750	-29.8276389	08 56 37.53	 1.8	-29 49 39.50	 2.6	   34.6	   2.0	    34.6	   2.0	  95.9	 49.3	172.4	   0.0	  0.0	     	J0848M28	1	  92.9	  48.7
253.4219698	+10.5964014	134.1690417	-28.9586389	08 56 40.57	10.6	-28 57 31.10	 8.9	   11.6	   2.3	    20.9	   4.1	  99.0	 80.0	104.0	   0.0	  0.0	     	J0848M28	1	  84.0	 182.1
253.2090130	+10.7892956	134.1880833	-28.6745278	08 56 45.14	 3.7	-28 40 28.30	 4.2	   29.8	   2.7	    29.8	   2.7	  95.9	 65.6	144.4	   0.0	  0.0	     	J0848M28	1	  76.9	 225.7
253.1774118	+10.8525506	134.2214583	-28.6104444	08 56 53.15	 2.7	-28 36 37.60	 2.8	   68.0	   3.4	   118.6	   6.0	  95.9	 89.3	 56.2	   0.0	  0.0	     	J0848M28	1	  66.9	 235.5
254.0896145	+10.1984519	134.2946667	-29.7186389	08 57 10.72	 4.9	-29 43 07.10	 2.8	   14.1	   1.7	    14.1	   1.7	  95.9	 45.2	 83.4	   0.0	  0.0	     	J0848M28	1	  53.0	  65.1
253.5040482	+10.7063590	134.3246667	-28.9512500	08 57 17.92	 1.9	-28 57 04.50	 2.9	   35.3	   2.3	    35.3	   2.3	  95.9	 48.6	  4.8	   0.0	  0.0	     	J0848M28	1	  39.5	 182.9
253.9367328	+10.3610510	134.3289167	-29.4991389	08 57 18.94	 5.8	-29 29 56.90	 3.6	   14.8	   1.9	    18.0	   2.3	  95.9	 54.8	 91.6	   0.0	  0.0	     	J0848M28	1	  41.8	  98.7
253.6218298	+10.6271764	134.3387917	-29.0909444	08 57 21.31	 6.9	-29 05 27.40	 7.8	   12.2	   2.1	    12.2	   2.1	  95.9	 66.7	145.5	   0.0	  0.0	     	J0848M28	1	  36.3	 161.4
254.3884683	+10.1160156	134.4374583	-29.9979167	08 57 44.99	 3.9	-29 59 52.50	 4.9	   18.4	   1.8	    18.4	   1.8	  95.9	 68.4	 18.5	   0.0	  0.0	     	J0848M28	2	  14.4	  21.9
255.3410858	+11.2610836	136.1448333	-29.9752500	09 04 34.76	 2.4	-29 58 30.90	 2.4	   32.9	   2.0	    32.9	   2.0	  84.9	 52.4	 52.3	   0.0	  0.0	     	J0900M32	1	 380.5	 724.2
256.0183472	+12.0428777	137.3282500	-29.9625278	09 09 18.78	 3.9	-29 57 45.10	 2.9	   16.5	   1.5	    19.2	   1.8	  84.9	 53.0	100.1	   0.0	  0.0	     	J0900M32	2	  45.0	 723.5
256.2398168	+12.2882039	137.7059167	-29.9620833	09 10 49.42	 3.1	-29 57 43.50	 2.2	   23.5	   1.8	    23.5	   1.8	  85.0	 45.0	 92.0	   0.0	  0.0	     	J0918M32	1	1213.6	 725.1
256.5419890	+12.6303319	138.2272917	-29.9541111	09 12 54.55	 1.7	-29 57 14.80	 2.2	   72.8	   3.3	    72.8	   3.3	  84.9	 51.9	 12.1	   0.0	  0.0	     	J0918M32	1	1065.9	 727.6
256.9194794	+13.0991438	138.9133333	-29.9122222	09 15 39.20	 2.4	-29 54 44.00	 3.8	   23.2	   2.2	    23.2	   2.2	  84.9	 46.0	176.2	   0.0	  0.0	     	J0918M32	1	 871.4	 735.8
257.4929797	+13.6153676	139.7877917	-29.9727500	09 19 09.07	 7.4	-29 58 21.90	 7.9	   10.5	   2.0	    11.1	   2.1	  84.9	 63.5	 38.4	   0.0	  0.0	     	J0918M32	1	 623.4	 725.5
257.7055414	+13.8831693	140.1763333	-29.9407222	09 20 42.32	 1.6	-29 56 26.60	 1.8	  263.6	   8.3	   417.4	  13.1	  84.9	 82.0	130.9	   0.0	  0.0	     	J0918M32	1	 513.2	 730.7
257.9984866	+14.1781243	140.6490000	-29.9449722	09 22 35.76	 1.7	-29 56 41.90	 2.0	   66.3	   2.6	    66.3	   2.6	  84.9	 61.9	 20.6	   0.0	  0.0	     	J0918M32	1	 379.2	 729.4
258.7489450	+14.9333667	141.8582917	-29.9448333	09 27 25.99	 3.2	-29 56 41.40	 4.9	   15.7	   1.9	    15.7	   1.9	  84.9	 49.4	170.0	   0.0	  0.0	     	J0918M32	2	  36.4	 726.5
258.7870470	+14.9199870	141.8769167	-29.9805278	09 27 30.46	 2.2	-29 58 49.90	 3.3	   23.1	   1.9	    23.1	   1.9	  84.9	 45.2	177.1	   0.0	  0.0	     	J0918M32	2	  31.4	 720.2
259.2303253	+15.3639097	142.5886667	-29.9741111	09 30 21.28	 6.9	-29 58 26.80	 7.4	   16.1	   2.6	    21.3	   3.4	  84.9	 71.9	 34.0	   0.0	  0.0	     	J0936M32	1	1105.1	 723.9
259.4184808	+15.6147554	142.9414583	-29.9255278	09 31 45.95	10.5	-29 55 31.90	 9.8	   14.5	   3.1	    25.4	   5.4	  84.9	 79.1	 84.5	   0.0	  0.0	     	J0936M32	1	1005.2	 732.9
259.5007829	+15.5913888	142.9871250	-29.9980833	09 31 56.91	 2.3	-29 59 53.10	 2.6	   65.6	   3.6	    65.6	   3.6	  84.9	 66.0	 26.0	   0.0	  0.0	     	J0936M32	1	 992.1	 720.4
259.6177779	+15.8014117	143.2502917	-29.9286944	09 33 00.07	 3.8	-29 55 43.30	 3.5	   31.3	   3.2	    31.3	   3.2	  84.9	 52.7	 52.5	   0.0	  0.0	     	J0936M32	1	 917.6	 732.8
260.2584956	+16.3348601	144.1887083	-29.9792500	09 36 45.29	 5.5	-29 58 45.30	 3.9	   11.8	   1.7	    11.8	   1.7	  84.9	 47.2	 69.1	   0.0	  0.0	     	J0936M32	1	 651.5	 724.4
260.9581685	+16.9667927	145.2522500	-29.9867222	09 41 00.54	 4.0	-29 59 12.20	 6.5	   16.3	   2.3	    21.0	   2.9	 102.2	 54.4	165.4	   0.0	  0.0	     	J0936M32	1	 350.1	 722.0
261.3104150	+17.3747797	145.8577500	-29.9197500	09 43 25.86	 1.7	-29 55 11.10	 2.5	   46.4	   2.5	    53.3	   2.8	  96.9	 46.2	  3.5	   0.0	  0.0	     	J0936M32	1	 178.1	 732.3
261.4166883	+17.4756431	146.0226667	-29.9150000	09 44 05.44	 2.2	-29 54 54.00	 3.5	   24.7	   2.1	    24.7	   2.1	  85.0	 45.1	178.3	   0.0	  0.0	     	J0936M32	1	 131.3	 732.7
261.5355763	+17.5936972	146.2111667	-29.9054722	09 44 50.68	 2.6	-29 54 19.70	 2.0	   33.6	   2.2	    33.6	   2.2	  85.0	 45.1	 93.6	   0.0	  0.0	     	J0954M32	2	1354.2	 733.5
261.9451328	+17.9252905	146.8013750	-29.9249444	09 47 12.33	 1.7	-29 55 29.80	 2.5	   39.1	   1.9	    57.5	   4.7	 124.3	 45.9	  4.7	  91.0	  0.0	  7.6	J0954M32	1	1186.7	 731.8
262.2772055	+18.2287678	147.3063750	-29.9118889	09 49 13.53	 2.7	-29 54 42.80	 4.0	   14.6	   1.4	    14.6	   1.4	  84.9	 51.5	 11.7	   0.0	  0.0	     	J0954M32	1	1043.6	 735.1
262.4535064	+18.3828225	147.5687917	-29.9089722	09 50 16.51	 2.1	-29 54 32.30	 3.7	   16.0	   1.3	    19.4	   1.6	 102.7	 45.3	  2.6	   0.0	  0.0	     	J0954M32	1	 969.2	 736.0
263.2674893	+18.9934477	148.7022083	-29.9606111	09 54 48.53	 1.6	-29 57 38.20	 1.9	   73.2	   2.6	    73.3	   2.6	  84.9	 53.7	 13.2	   0.0	  0.0	     	J0954M32	1	 647.7	 727.6
263.4669469	+19.1203857	148.9626667	-29.9880000	09 55 51.04	 5.2	-29 59 16.80	 3.2	   10.2	   1.4	    10.2	   1.4	  85.0	 45.0	 87.9	   0.0	  0.0	     	J0954M32	1	 573.9	 722.7
263.5435079	+19.1682388	149.0620000	-29.9989444	09 56 14.88	 1.6	-29 59 56.20	 1.9	   67.2	   2.5	    67.2	   2.5	  84.9	 51.6	 10.9	   0.0	  0.0	     	J0954M32	1	 545.7	 720.7
263.8150991	+19.4528446	149.5004167	-29.9493056	09 58 00.10	 1.6	-29 56 57.50	 1.9	   89.2	   3.2	    91.6	   3.3	  84.9	 51.7	 10.8	   0.0	  0.0	     	J0954M32	1	 421.3	 728.9
264.0854929	+19.6636862	149.8820833	-29.9530278	09 59 31.70	 5.1	-29 57 10.90	 6.9	   17.7	   2.6	    24.0	   3.5	  96.8	 62.9	160.8	   0.0	  0.0	     	J0954M32	1	 313.1	 727.6
264.2233145	+19.7215219	150.0397083	-29.9922500	10 00 09.53	 1.9	-29 59 32.10	 2.9	   40.1	   2.6	    46.3	   3.0	  97.5	 45.8	  2.8	   0.0	  0.0	     	J0954M32	1	 268.6	 720.5
264.7737813	+20.1661220	150.8272500	-29.9806667	10 03 18.54	 5.9	-29 58 50.40	 6.4	   13.3	   1.9	    15.9	   2.2	  84.9	 70.0	148.4	   0.0	  0.0	     	J0954M32	2	  45.4	 720.4
265.3253307	+20.6453959	151.6391667	-29.9348333	10 06 33.40	 1.9	-29 56 05.40	 2.8	   24.3	   1.5	    25.9	   1.6	  90.4	 45.4	178.1	   0.0	  0.0	     	J1012M32	1	1090.9	 730.8
266.0442304	+21.1197198	152.5867500	-29.9809444	10 10 20.82	 5.6	-29 58 51.40	 3.3	   10.6	   1.6	    10.6	   1.6	  85.0	 45.0	 90.1	   0.0	  0.0	     	J1012M32	1	 822.1	 724.0
266.9314848	+21.7982968	153.8198333	-29.9473056	10 15 16.76	 8.5	-29 56 50.30	 6.6	   13.3	   2.6	    17.9	   3.5	  84.9	 61.8	 75.9	   0.0	  0.0	     	J1012M32	1	 472.5	 729.5
267.4601353	+22.1452099	154.5127500	-29.9638889	10 18 03.06	 1.6	-29 57 50.00	 1.7	  165.5	   5.5	   165.5	   5.5	  84.9	 45.1	 84.3	   0.0	  0.0	     	J1012M32	1	 276.1	 725.5
268.2542778	+22.6969755	155.5726250	-29.9518611	10 22 17.43	 1.7	-29 57 06.70	 2.1	   59.4	   2.5	    59.4	   2.5	  84.9	 51.2	170.1	   0.0	  0.0	     	J1030M32	1	1251.4	 726.5
268.4164596	+22.8513923	155.8167083	-29.9136111	10 23 16.01	 5.6	-29 54 49.00	 7.3	   10.8	   1.8	    10.8	   1.8	  84.9	 60.1	161.5	   0.0	  0.0	     	J1030M32	1	1182.4	 733.8
268.6101794	+22.9025060	156.0186667	-29.9756111	10 24 04.48	 2.0	-29 58 32.20	 2.0	   60.3	   2.8	    60.3	   2.8	  84.9	 49.8	 60.3	   0.0	  0.0	     	J1030M32	1	1124.9	 723.5
269.2740751	+23.3324580	156.8807500	-29.9743611	10 27 31.38	 2.0	-29 58 27.70	 2.2	   72.2	   3.4	    80.4	   3.7	  84.9	 61.6	133.6	   0.0	  0.0	     	J1030M32	1	 880.5	 725.0
270.8588781	+24.3897684	158.9494583	-29.9043611	10 35 47.87	 3.6	-29 54 15.70	 3.9	   20.6	   1.9	    20.6	   1.9	  84.9	 59.0	 39.6	   0.0	  0.0	     	J1030M32	1	 293.8	 735.9
271.1166141	+24.4803282	159.2335417	-29.9558333	10 36 56.05	 6.1	-29 57 21.00	 4.8	   12.8	   1.8	    16.2	   2.3	  84.9	 59.3	109.2	   0.0	  0.0	     	J1030M32	1	 213.5	 726.4
271.1042343	+24.5203545	159.2476250	-29.9160833	10 36 59.43	 2.0	-29 54 57.90	 2.6	   33.7	   2.0	    33.8	   2.0	  84.9	 51.1	  9.8	   0.0	  0.0	     	J1030M32	1	 209.3	 733.2
271.9397911	+24.9270890	160.2387500	-29.9788056	10 40 57.30	 1.9	-29 58 43.70	 2.8	   30.6	   2.1	    30.6	   2.1	  84.9	 45.2	179.3	   0.0	  0.0	     	J1048M32	1	1204.2	 722.3
272.0611487	+24.9836156	160.3810833	-29.9889167	10 41 31.46	 2.2	-29 59 20.10	 2.0	   41.9	   2.3	    41.9	   2.3	  84.9	 46.2	 75.4	   0.0	  0.0	     	J1048M32	1	1163.8	 720.9
272.3720337	+25.2225587	160.8024167	-29.9332222	10 43 12.58	13.1	-29 55 59.60	 6.1	   15.0	   2.0	    64.4	  13.3	 194.3	 84.8	 83.2	 188.9	  0.0	 84.2	J1048M32	1	1044.6	 731.4
273.6653490	+25.9310856	162.3772500	-29.9221111	10 49 30.54	 2.4	-29 55 19.60	 4.3	   15.7	   1.6	    16.9	   1.8	  91.4	 45.1	  1.3	   0.0	  0.0	     	J1048M32	1	 598.0	 734.2
273.7495982	+25.9116601	162.4416667	-29.9769167	10 49 46.00	 4.2	-29 58 36.90	 4.6	   16.3	   1.8	    16.3	   1.8	  84.9	 60.4	141.6	   0.0	  0.0	     	J1048M32	1	 579.8	 724.6
274.1890598	+26.2170939	163.0122083	-29.9082778	10 52 02.93	 1.7	-29 54 29.80	 2.0	   65.5	   2.5	    65.6	   2.5	  84.9	 61.8	 35.6	   0.0	  0.0	     	J1048M32	1	 417.9	 736.0
275.3666003	+26.7897647	164.3958333	-29.9178611	10 57 35.00	 5.0	-29 55 04.30	 3.7	   17.4	   2.1	    20.5	   2.5	  84.9	 54.3	 74.3	   0.0	  0.0	     	J1048M32	2	  25.6	 731.0
275.3990821	+26.8056952	164.4340000	-29.9176111	10 57 44.16	 5.1	-29 55 03.40	 3.4	   14.8	   2.0	    15.3	   2.0	  84.9	 47.5	101.9	   0.0	  0.0	     	J1048M32	2	  14.8	 730.9
275.9883943	+27.0554618	165.1045833	-29.9441111	11 00 25.10	 1.7	-29 56 38.80	 1.9	  202.6	   6.8	   338.3	  11.4	  88.4	 85.2	142.2	   0.0	  0.0	     	J1106M32	1	1100.7	 729.1
276.8331750	+27.4566241	166.0870000	-29.9320278	11 04 20.88	 2.8	-29 55 55.30	 3.9	   21.3	   1.9	    21.3	   1.9	  84.9	 53.5	 13.2	   0.0	  0.0	     	J1106M32	1	 822.1	 732.4
277.3517770	+27.6669573	166.6700833	-29.9497500	11 06 40.82	 1.7	-29 56 59.10	 2.2	   50.9	   2.3	    58.1	   2.6	  93.4	 50.6	169.8	   0.0	  0.0	     	J1106M32	1	 656.8	 729.5
277.8606781	+27.9185048	167.2642917	-29.9215556	11 09 03.43	 3.0	-29 55 17.60	 6.1	   11.0	   1.6	    13.0	   1.9	 100.4	 45.0	  0.1	   0.0	  0.0	     	J1106M32	1	 488.2	 734.0
279.2051440	+28.4186008	168.7477917	-29.9716111	11 14 59.47	11.0	-29 58 17.80	 9.2	   11.2	   2.6	    17.0	   4.0	  84.9	 69.3	 78.9	   0.0	  0.0	     	J1124M32	2	1343.4	 722.2
280.0044106	+28.7744476	169.6547500	-29.9319722	11 18 37.14	 3.7	-29 55 55.10	 4.1	   21.2	   1.9	    26.3	   2.3	  84.9	 69.3	 30.2	   0.0	  0.0	     	J1124M32	1	1086.5	 731.3
280.0239467	+28.8055557	169.6872083	-29.9103056	11 18 44.93	 2.0	-29 54 37.10	 2.9	   24.9	   1.7	    24.9	   1.7	  84.9	 45.8	177.0	   0.0	  0.0	     	J1124M32	1	1077.4	 735.1
280.2657355	+28.7999715	169.9090000	-29.9997222	11 19 38.16	 1.7	-29 59 59.00	 2.4	   34.4	   1.8	    39.1	   2.1	  96.5	 45.1	179.7	   0.0	  0.0	     	J1124M32	1	1014.2	 720.0
280.2675762	+28.8350610	169.9267500	-29.9681389	11 19 42.42	 6.1	-29 58 05.30	 6.7	   10.2	   1.7	    10.2	   1.7	  84.9	 61.5	 37.1	   0.0	  0.0	     	J1124M32	1	1009.3	 725.5
280.6996204	+29.0152803	170.4098333	-29.9506944	11 21 38.36	 1.6	-29 57 02.50	 1.9	   56.0	   2.1	    63.0	   2.4	  95.6	 45.0	  1.1	   0.0	  0.0	     	J1124M32	1	 872.4	 729.1
