#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-04-10T06:17:11 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-10T06:17:11	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-out.add=_Glon,_Glat&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/MNRAS/402/2403/at20gcat&-order=I&-out=AT20G&-out=RAJ2000&-out=DEJ2000&DEJ2000=&gt;-30 & &lt;0&-out=S20&-out=e_S20&-out=S8&-out=e_S8&-out=S5&-out=e_S5&-out=Ep&-out.all=2&-out=Q&-out=Flags&-out=l_P20&-out=P20&-out=e_P20&-out=l_m20&-out=m20&-out=PA20&-out=l_P8&-out=P8&-out=e_P8&-out=l_m8&-out=m8&-out=PA8&-out=l_P5&-out=P5&-out=e_P5&-out=l_m5&-out=m5&-out=PA5&-out=Sp&Sp=Sp&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74022403
#Name: J/MNRAS/402/2403
#Title: Australia Telescope 20GHz Survey Catalog, AT20G (Murphy+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/mnras/402/2403	    IVOID of underlying data collection
#INFO	creator=Murphy T.	    First author or institution
#INFO	cites=bibcode:2010MNRAS.402.2403M	    Article or Data origin sources
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/402/2403	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74022403	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_MNRAS_402_2403_at20gcat:
#Name: J/MNRAS/402/2403/at20gcat
#Title: The AT20G catalogue, version 1.0 (2009-10-15)
#Column	_Glon	(F11.7)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F11.7)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	AT20G	(A14)	IAU designation (JHHMMSS+DDMMSS)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right Ascension J2000 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (2)	[ucd=pos.eq.dec;meta.main]
#Column	S20	(I5)	? Peak brightness at 20GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.12-30GHz]
#Column	e_S20	(I3)	? Uncertainty on S20	[ucd=stat.error]
#Column	S8	(I4)	? Peak brightness at 8GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.6-12GHz]
#Column	e_S8	(I3)	? Uncertainty on S8	[ucd=stat.error]
#Column	S5	(I5)	? Peak brightness at 5GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	e_S5	(I3)	? Uncertainty on S5	[ucd=stat.error]
#Column	Ep	(A3)	[1-8.] Epochs of observation at 20, 8, 5GHz (4)	[ucd=meta.id]
#Column	Q	(A1)	[gp] Quality flag (g=good or p=poor)	[ucd=meta.code.qual]
#Column	Flags	(A3)	Other flags (5)	[ucd=meta.code.error]
#Column	l_P20	(A1)	Limit flag on P20	[ucd=meta.code.error]
#Column	P20	(I4)	? Polarized flux density (or limit) at 20GHz	[ucd=phot.flux.density;em.radio.12-30GHz]
#Column	e_P20	(I2)	? Uncertainty on P20	[ucd=stat.error]
#Column	l_m20	(A1)	Limit flag on m20	[ucd=meta.code.error]
#Column	m20	(F4.1)	? Fractional polarisation at 20GHz	[ucd=phys.polarization]
#Column	PA20	(I3)	[-90/90]? Position angle at 20GHz	[ucd=pos.posAng]
#Column	l_P8	(A1)	Limit flag on P8	[ucd=meta.code.error]
#Column	P8	(I3)	? Polarized flux density (or limit) at 8GHz	[ucd=phot.flux.density;em.radio.6-12GHz]
#Column	e_P8	(I2)	? Uncertainty on P8	[ucd=stat.error]
#Column	l_m8	(A1)	Limit flag on m8	[ucd=meta.code.error]
#Column	m8	(F5.1)	? Fractional polarisation at 8GHz	[ucd=phys.polarization]
#Column	PA8	(I3)	[-90/90]? Position angle at 8GHz	[ucd=pos.posAng]
#Column	l_P5	(A1)	Limit flag on P5	[ucd=meta.code.error]
#Column	P5	(I4)	? Polarized flux density (or limit) at 5GHz	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	e_P5	(I1)	? Uncertainty on P5	[ucd=stat.error]
#Column	l_m5	(A1)	Limit flag on m5	[ucd=meta.code.error]
#Column	m5	(F5.1)	? Fractional polarisation at 5GHz	[ucd=phys.polarization]
#Column	PA5	(I3)	[-90/90]? Position angle at 5GHz	[ucd=pos.posAng]
#Column	Sp	(A2)	SPECFIND of radio surveys with this source (Vollmer et al., Cat. VIII/85)	[ucd=meta.ref.url]
_Glon	_Glat	_RAJ2000	_DEJ2000	AT20G	RAJ2000	DEJ2000	S20	e_S20	S8	e_S8	S5	e_S5	Ep	Q	Flags	l_P20	P20	e_P20	l_m20	m20	PA20	l_P8	P8	e_P8	l_m8	m8	PA8	l_P5	P5	e_P5	l_m5	m5	PA5	Sp
017.6851884	+17.2682787	260.5148333	 -5.0565556	J172203-050323	17 22 03.56	-05 03 23.6	  307	 15	    	   	     	   	6..	g	   	<	  12	  	<	 3.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
009.3120630	+12.2417415	260.5580000	-14.5837500	J172213-143501	17 22 13.92	-14 35 01.5	   89	  5	    	   	     	   	6..	g	   	<	  10	  	<	10.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
013.5063222	+14.7920783	260.5655833	 -9.7742500	J172215-094627	17 22 15.74	-09 46 27.3	  101	  5	    	   	     	   	6..	g	   	<	  10	  	<	10.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
357.7817905	 +4.5526858	260.6768333	-28.3316111	J172242-281953	17 22 42.44	-28 19 53.8	   81	  6	    	   	     	   	4..	g	   	 	  12	 3	 	14.9	-38	 	   	  	 	     	   	 	    	 	 	     	   	Sp
004.5873435	 +8.9216841	260.8250417	-20.2864722	J172318-201711	17 23 18.01	-20 17 11.3	   59	  4	    	   	     	   	4..	g	   	<	   8	  	<	13.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
007.6191304	+10.4574287	261.1876250	-16.9441389	J172445-165638	17 24 45.03	-16 56 38.9	   65	  4	    	   	     	   	4..	g	   	<	   8	  	<	12.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
002.8012822	 +6.7335892	261.7456667	-22.9671389	J172658-225801	17 26 58.96	-22 58 01.7	  429	 28	    	   	     	   	4..	g	   	 	  10	 2	 	 2.4	 84	 	   	  	 	     	   	 	    	 	 	     	   	Sp
005.4696611	 +8.3604271	261.8330833	-19.8628056	J172719-195146	17 27 19.94	-19 51 46.1	   78	  5	    	   	     	   	4..	g	   	<	   7	  	<	 9.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
358.3512642	 +3.0905702	262.4190833	-28.6728611	J172940-284022	17 29 40.58	-28 40 22.3	   55	  4	    	   	     	   	4..	g	p  	<	   7	  	<	13.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
004.7726655	 +6.9881320	262.6652500	-21.1868056	J173039-211112	17 30 39.66	-21 11 12.5	   54	  4	    	   	     	   	4..	g	l  	<	  13	  	<	25.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
007.7927139	 +8.3535543	263.1449583	-17.9283056	J173234-175541	17 32 34.79	-17 55 41.9	   42	  3	    	   	     	   	4..	g	   	<	   9	  	<	22.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
007.9751641	 +8.4261512	263.1811667	-17.7368333	J173243-174412	17 32 43.48	-17 44 12.6	   49	  4	    	   	     	   	4..	g	   	<	  12	  	<	25.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
000.0133091	 +2.4609846	264.0421250	-27.6219722	J173610-273719	17 36 10.11	-27 37 19.1	   95	  6	    	   	     	   	4..	g	   	<	   9	  	<	 9.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
004.1448319	 +4.8413476	264.2585000	-22.8653333	J173702-225155	17 37 02.04	-22 51 55.2	  169	 11	    	   	     	   	4..	g	   	<	   7	  	<	 3.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
010.9843516	 +8.7203395	264.5490000	-15.0500278	J173811-150300	17 38 11.76	-15 03 00.1	  248	 16	    	   	     	   	4..	g	   	<	   6	  	<	 2.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
007.1733513	 +5.4357516	265.4242083	-19.9888056	J174141-195919	17 41 41.81	-19 59 19.7	  133	  9	    	   	     	   	4..	g	   	<	   7	  	<	 5.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
003.1709360	 +2.9286042	265.4699583	-24.7021389	J174152-244207	17 41 52.79	-24 42 07.7	  156	  8	    	   	     	   	4..	g	ep 	<	   6	  	<	 4.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
011.2795150	 +7.7696269	265.5487500	-15.2911389	J174211-151728	17 42 11.70	-15 17 28.1	  236	 15	    	   	     	   	4..	g	   	<	   6	  	<	 2.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
009.9416944	 +6.7169117	265.7761667	-16.9709444	J174306-165815	17 43 06.28	-16 58 15.4	  289	 19	    	   	     	   	4..	g	   	<	   6	  	<	 2.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
006.8034228	 +4.1605941	266.3825417	-20.9665278	J174531-205759	17 45 31.81	-20 57 59.5	   56	  3	    	   	     	   	4..	g	p  	<	  12	  	<	22.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
008.3898725	 +4.6466046	266.8075000	-19.3605833	J174713-192138	17 47 13.80	-19 21 38.1	  270	 17	    	   	     	   	4..	g	e  	 	   9	 2	 	 3.2	 48	 	   	  	 	     	   	 	    	 	 	     	   	Sp
008.5086290	 +3.4955570	267.9222917	-19.8464722	J175141-195047	17 51 41.35	-19 50 47.3	  132	  9	    	   	     	   	4..	g	   	 	  12	 2	 	 9.4	 18	 	   	  	 	     	   	 	    	 	 	     	   	Sp
359.9102856	 -1.8133159	268.1372500	-29.9464167	J175232-295647	17 52 32.94	-29 56 47.1	  108	  7	    	   	     	   	4..	g	   	<	   9	  	<	 8.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
006.3286715	 +1.9644454	268.1505000	-22.4998056	J175236-222959	17 52 36.12	-22 29 59.3	  108	  4	    	   	     	   	4..	g	e  	<	  11	  	<	18.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
006.4552138	 +2.0146090	268.1732500	-22.3653889	J175241-222155	17 52 41.58	-22 21 55.4	   63	  4	    	   	     	   	4..	g	p  	<	  14	  	<	22.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
009.6510434	 +3.7650345	268.2876250	-18.7268333	J175309-184336	17 53 09.03	-18 43 36.6	  161	 11	    	   	     	   	4..	g	   	<	   7	  	<	 4.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
011.3564395	 +4.3410497	268.6636667	-16.9668611	J175439-165800	17 54 39.28	-16 58 00.7	  141	  9	    	   	     	   	4..	g	   	<	   6	  	<	 4.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
007.2755735	 +1.8444541	268.7791667	-21.7442500	J175507-214439	17 55 07.00	-21 44 39.3	  208	 14	    	   	     	   	4..	g	p  	<	   6	  	<	 2.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
011.9770202	 +4.2340665	269.0835000	-16.4844167	J175620-162903	17 56 20.04	-16 29 03.9	   73	  4	    	   	     	   	4..	g	ep 	<	   9	  	<	17.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
012.4320818	 +3.8445719	269.6710000	-16.2842500	J175841-161703	17 58 41.04	-16 17 03.3	  184	 12	    	   	     	   	4..	p	e  	 	  10	 2	 	 5.4	-83	 	   	  	 	     	   	 	    	 	 	     	   	Sp
010.9756377	 +3.0040318	269.6793333	-17.9635556	J175843-175748	17 58 43.04	-17 57 48.8	  168	 11	    	   	     	   	4..	g	   	<	   6	  	<	 3.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
013.1181547	 +4.1522869	269.7454583	-15.5372778	J175858-153214	17 58 58.91	-15 32 14.2	   63	  4	    	   	     	   	4..	g	p  	<	  10	  	<	15.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
011.4446866	 +2.9677283	269.9565000	-17.5748889	J175949-173429	17 59 49.56	-17 34 29.6	   67	  5	    	   	     	   	4..	g	   	<	  13	  	<	18.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
019.4913205	 +7.0804536	270.3083750	 -8.5737778	J180114-083425	18 01 14.01	-08 34 25.6	   71	  4	    	   	     	   	6..	g	   	<	  12	  	<	17.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
025.0518444	 +9.0970567	271.1657500	 -2.7735278	J180439-024624	18 04 39.78	-02 46 24.7	   55	  3	    	   	     	   	6..	g	   	<	  10	  	<	17.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
020.7296003	 +6.3142588	271.5846667	 -7.8639167	J180620-075150	18 06 20.32	-07 51 50.1	  119	  6	    	   	     	   	6..	g	   	<	  10	  	<	 8.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
015.9283668	 +3.3581283	271.8777917	-13.4798333	J180730-132847	18 07 30.67	-13 28 47.4	   94	  5	    	   	     	   	6..	g	p  	<	  12	  	<	13.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
005.7789487	 -2.3231298	271.9195000	-25.1070833	J180740-250625	18 07 40.68	-25 06 25.5	  262	 13	 257	 13	  253	 13	555	g	   	<	   8	  	<	 3.1	   	<	  6	  	<	  2.3	   	<	   6	 	<	  2.4	   	Sp
020.5843017	 +5.4127975	272.3149167	 -8.4215556	J180915-082517	18 09 15.58	-08 25 17.6	   53	  3	    	   	     	   	6..	g	   	<	  14	  	<	27.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
019.9154238	 +4.7831148	272.5531667	 -9.3075278	J181012-091827	18 10 12.76	-09 18 27.1	   72	  4	    	   	     	   	6..	g	   	<	  11	  	<	14.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
027.7726528	 +8.9330420	272.5648333	 -0.4730278	J181015-002822	18 10 15.56	-00 28 22.9	   69	  4	    	   	     	   	6..	g	   	<	  12	  	<	17.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
004.8509762	 -3.7110462	272.7748333	-26.5878056	J181105-263516	18 11 05.96	-26 35 16.1	   96	  6	    	   	     	   	4..	g	   	<	   7	  	<	 7.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
003.2356654	 -4.9789437	273.1673333	-28.6078889	J181240-283628	18 12 40.16	-28 36 28.4	  249	 15	    	   	     	   	4..	g	   	<	  10	  	<	 4.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
022.4363654	 +5.3966432	273.2124583	 -6.8064444	J181250-064823	18 12 50.99	-06 48 23.2	  339	 17	    	   	     	   	6..	g	   	 	  36	 3	 	10.6	 42	 	   	  	 	     	   	 	    	 	 	     	   	Sp
021.1989861	 +4.3904134	273.5184167	 -8.3686389	J181404-082207	18 14 04.42	-08 22 07.1	   64	  3	    	   	     	   	6..	g	   	<	  13	  	<	20.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
021.9282371	 +4.4521247	273.8106667	 -7.6987778	J181514-074155	18 15 14.56	-07 41 55.6	   87	  5	    	   	     	   	6..	g	   	<	   9	  	<	10.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
019.7517983	 +3.2744059	273.8207083	-10.1690278	J181516-101008	18 15 16.97	-10 10 08.5	   98	  5	    	   	     	   	6..	g	p  	<	  11	  	<	10.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
010.8178659	 -1.8270322	274.0687500	-20.4509167	J181616-202703	18 16 16.50	-20 27 03.3	  127	  6	    	   	     	   	4..	g	ep 	<	   9	  	<	 9.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
008.1338703	 -3.4671917	274.2572500	-23.5890000	J181701-233520	18 17 01.74	-23 35 20.4	  133	  7	 119	  6	  110	  6	555	g	   	<	   7	  	<	 5.4	   	<	  6	  	<	  5.0	   	<	   6	 	<	  5.4	   	Sp
019.2434978	 +2.1541187	274.5802500	-11.1466111	J181819-110847	18 18 19.26	-11 08 47.8	  353	 18	    	   	     	   	6..	g	   	<	  10	  	<	 2.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
026.5982807	 +5.7763416	274.8227083	 -2.9686944	J181917-025807	18 19 17.45	-02 58 07.3	  314	 16	    	   	     	   	6..	g	   	<	  10	  	<	 3.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
025.4102604	 +4.8888729	275.0589583	 -4.4285556	J182014-042542	18 20 14.15	-04 25 42.8	   70	  4	    	   	     	   	6..	g	   	<	  11	  	<	15.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
019.4475524	 +1.6879909	275.0972500	-11.1866389	J182023-111111	18 20 23.34	-11 11 11.9	  172	  9	    	   	     	   	6..	g	   	<	   8	  	<	 4.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
020.7110924	 +2.2926152	275.1587917	 -9.7878889	J182038-094716	18 20 38.11	-09 47 16.4	   99	  5	    	   	     	   	6..	g	   	<	   9	  	<	 9.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
023.6482003	 +3.7797375	275.2208750	 -6.5000833	J182053-063000	18 20 53.01	-06 30 00.3	   75	  4	    	   	     	   	6..	g	   	<	   9	  	<	11.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
006.8871967	 -5.1387434	275.2410000	-25.4701111	J182057-252812	18 20 57.84	-25 28 12.4	  710	 36	 931	 47	  729	 36	555	g	   	 	  20	 2	 	 2.8	 27	 	 17	 2	 	  1.8	-89	 	  13	1	 	  1.8	  0	Sp
010.7062180	 -3.1631564	275.2728750	-21.1795278	J182105-211046	18 21 05.49	-21 10 46.3	  100	  6	    	   	     	   	4..	g	   	<	   9	  	<	 8.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
024.9803746	 +4.3923078	275.2996250	 -5.0390000	J182111-050220	18 21 11.91	-05 02 20.4	  291	 15	    	   	     	   	6..	g	   	<	   9	  	<	 3.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
021.9077906	 +2.7273554	275.3383750	 -8.5281667	J182121-083141	18 21 21.21	-08 31 41.4	   85	  3	    	   	     	   	6..	g	p  	<	  10	  	<	11.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
028.4664598	 +6.0028524	275.4817917	 -1.2163056	J182155-011258	18 21 55.63	-01 12 58.7	  123	  6	    	   	     	   	6..	g	   	<	  10	  	<	 8.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
027.4418442	 +5.4338982	275.5158750	 -2.3833333	J182203-022300	18 22 03.81	-02 23 00.0	   55	  4	    	   	     	   	6..	g	   	<	  13	  	<	23.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
007.8962065	 -4.9676820	275.5881250	-24.5003333	J182221-243001	18 22 21.15	-24 30 01.2	  151	  9	    	   	     	   	4..	g	   	<	   6	  	<	 4.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
021.0472216	 +1.9562367	275.6200833	 -9.6491389	J182228-093856	18 22 28.82	-09 38 56.9	  610	 30	    	   	     	   	6..	g	   	<	  12	  	<	 2.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
009.6231550	 -4.3063441	275.8198333	-22.6686389	J182316-224007	18 23 16.76	-22 40 07.1	   61	  4	    	   	     	   	4..	g	   	<	  11	  	<	18.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
005.3745771	 -6.5169350	275.8319583	-27.4408611	J182319-272627	18 23 19.67	-27 26 27.1	  304	 18	    	   	     	   	4..	g	e  	 	  53	 2	 	18.9	-58	 	   	  	 	     	   	 	    	 	 	     	   	Sp
014.6270836	 -2.3012057	276.4025417	-17.3137778	J182536-171849	18 25 36.61	-17 18 49.6	  264	 17	    	   	     	   	4..	g	   	<	   7	  	<	 2.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
023.2016725	 +2.2139277	276.4067917	 -7.6250278	J182537-073730	18 25 37.63	-07 37 30.1	  304	 15	    	   	     	   	6..	g	   	<	  10	  	<	 3.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
009.4069791	 -5.0494670	276.4272917	-23.2031389	J182542-231211	18 25 42.55	-23 12 11.3	  163	  6	    	   	     	   	4..	g	ep 	<	   7	  	<	 6.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
029.3340604	 +5.3114155	276.4930417	 -0.7677778	J182558-004604	18 25 58.33	-00 46 04.0	  135	  7	    	   	     	   	6..	g	   	<	  11	  	<	 8.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
011.5644822	 -4.0951879	276.5835417	-20.8547778	J182620-205117	18 26 20.05	-20 51 17.2	   67	  4	    	   	     	   	4..	g	   	<	   7	  	<	10.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
003.9111495	 -7.9994937	276.5854583	-29.4071389	J182620-292425	18 26 20.51	-29 24 25.7	  331	 22	    	   	     	   	4..	g	   	 	  10	 3	 	 3.0	 14	 	   	  	 	     	   	 	    	 	 	     	   	Sp
027.6786840	 +4.2607018	276.6665833	 -2.7158611	J182639-024257	18 26 39.98	-02 42 57.1	  270	 13	    	   	     	   	6..	g	p  	<	   9	  	<	 3.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
026.5772431	 +3.3837390	276.9374583	 -4.0956111	J182744-040544	18 27 44.99	-04 05 44.2	  213	 11	    	   	     	   	6..	g	   	<	  11	  	<	 5.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
012.3865915	 -4.1427249	277.0322917	-20.1491111	J182807-200856	18 28 07.75	-20 08 56.8	   55	  4	    	   	     	   	4..	g	   	<	  11	  	<	19.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
011.2987168	 -4.7558072	277.0814583	-21.3941389	J182819-212338	18 28 19.55	-21 23 38.9	  213	 14	    	   	     	   	4..	g	   	<	   6	  	<	 2.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
007.1939083	 -7.3060590	277.5377500	-26.1889444	J183009-261120	18 30 09.06	-26 11 20.2	   89	  6	    	   	     	   	4..	g	   	<	   6	  	<	 6.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
016.1973687	 -2.7155297	277.5450000	-16.1156389	J183010-160656	18 30 10.80	-16 06 56.3	  145	  9	    	   	     	   	4..	g	   	<	   8	  	<	 5.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
005.6893564	 -8.1033150	277.5890833	-27.8790556	J183021-275244	18 30 21.38	-27 52 44.6	   67	  4	    	   	     	   	4..	g	   	<	   7	  	<	 9.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
006.3359616	 -7.9442606	277.7505000	-27.2350278	J183100-271406	18 31 00.12	-27 14 06.1	  205	 13	    	   	     	   	4..	g	   	 	  21	 2	 	10.2	 69	 	   	  	 	     	   	 	    	 	 	     	   	Sp
014.0069822	 -4.1717104	277.8465833	-18.7267500	J183123-184336	18 31 23.18	-18 43 36.3	   73	  5	    	   	     	   	4..	g	   	<	  10	  	<	13.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
010.2197944	 -6.1625163	277.9052917	-22.9911667	J183137-225928	18 31 37.27	-22 59 28.2	  117	  6	 268	 13	  413	 21	555	g	   	<	   9	  	<	 7.7	   	<	  6	  	<	  2.2	   	<	   6	 	<	  1.5	   	Sp
012.3642154	 -5.2231618	278.0463750	-20.6634167	J183211-203948	18 32 11.13	-20 39 48.3	  790	 51	    	   	     	   	4..	g	   	 	  67	 2	 	 8.5	-56	 	   	  	 	     	   	 	    	 	 	     	   	Sp
008.3960931	 -7.3199797	278.1447083	-25.1293611	J183234-250745	18 32 34.73	-25 07 45.7	   89	  6	    	   	     	   	4..	g	p  	<	   6	  	<	 7.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
010.1519638	 -6.7075092	278.4012917	-23.2970278	J183336-231749	18 33 36.31	-23 17 49.3	   86	  5	 121	  8	  230	 13	555	g	   	<	  14	  	<	16.4	   	 	 31	 1	 	 25.3	 32	 	  44	1	 	 19.1	 57	Sp
012.1655179	 -5.7119306	278.4164583	-21.0614444	J183339-210341	18 33 39.95	-21 03 41.2	 5495	360	    	   	     	   	4..	g	   	 	  81	 4	 	 1.5	 46	 	   	  	 	     	   	 	    	 	 	     	   	Sp
017.5344801	 -3.3641579	278.7804583	-15.2276111	J183507-151339	18 35 07.31	-15 13 39.4	   99	  7	    	   	     	   	4..	g	   	<	   7	  	<	 7.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
017.5267045	 -4.0470248	279.4070833	-15.5459722	J183737-153245	18 37 37.70	-15 32 45.5	   62	  4	    	   	     	   	4..	g	   	<	  13	  	<	20.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
014.9331321	 -5.6268347	279.6570833	-18.5654167	J183837-183355	18 38 37.70	-18 33 55.5	   69	  5	    	   	     	   	4..	g	   	<	   6	  	<	 8.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
005.1975565	-10.4627202	279.7649167	-29.3468056	J183903-292048	18 39 03.58	-29 20 48.5	  141	  7	 146	  7	  149	  8	555	g	   	<	   7	  	<	 4.9	   	<	  6	  	<	  4.1	   	<	   6	 	<	  4.0	   	Sp
013.8486420	 -6.4333652	279.9078750	-19.8911389	J183937-195328	18 39 37.89	-19 53 28.1	   64	  4	    	   	     	   	4..	g	   	<	  10	  	<	15.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
006.0708067	-10.7877183	280.5197500	-28.7091111	J184204-284232	18 42 04.74	-28 42 32.8	   59	  4	    	   	     	   	4..	g	   	<	   6	  	<	10.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
023.9281201	 -2.3442936	280.8342083	 -9.0802778	J184320-090449	18 43 20.21	-09 04 49.0	   99	  5	    	   	     	   	6..	g	p  	<	   9	  	<	 9.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
